Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
1, 0, LOC_CITY_NAME_TENOCHTITLAN, 3.95, 0.81, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: -0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_POKROVKA, 5.08, 0.57, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: -0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_POKROVKA, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 3, LOC_CITY_NAME_AACHEN, 4.40, -2.27, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 3, LOC_CITY_NAME_AACHEN, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 4, LOC_CITY_NAME_PARIS, -2.61, 0.10, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 4, LOC_CITY_NAME_PARIS, , , UNIT_SCOUT, Default Specialization, , , Value 21.3
1, 6, LOC_CITY_NAME_HATTUSA, -1.94, -2.75, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 6, LOC_CITY_NAME_HATTUSA, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 7, LOC_CITY_NAME_JERUSALEM, -0.35, 2.00, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 7, LOC_CITY_NAME_JERUSALEM, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 8, LOC_CITY_NAME_CARTHAGE, -1.48, -0.37, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 8, LOC_CITY_NAME_CARTHAGE, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 9, LOC_CITY_NAME_PRESLAV, 1.23, 0.34, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: -0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 9, LOC_CITY_NAME_PRESLAV, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 10, LOC_CITY_NAME_LISBON, 0.55, -0.13, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 10, LOC_CITY_NAME_LISBON, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 11, LOC_CITY_NAME_KABUL, 2.81, -3.70, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 11, LOC_CITY_NAME_KABUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 12, LOC_CITY_NAME_YEREVAN, 0.32, -0.37, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 12, LOC_CITY_NAME_YEREVAN, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 13, LOC_CITY_NAME_KANDY, -1.48, -1.32, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 13, LOC_CITY_NAME_KANDY, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 14, LOC_CITY_NAME_SEOUL, 1.23, 1.29, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: -0.1, , 
1, 14, LOC_CITY_NAME_SEOUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
31, 1, LOC_CITY_NAME_KUL_OBA, , , UNIT_BUILDER, Build City Improvement, CONTRACT 292
31, 2, LOC_CITY_NAME_WASHINGTON, Canceling current build, OLD VALUE 475.9
31, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 198, FAILED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 450.6, Build City District
31, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 243, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 130.0, Build City Improvement
31, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 253, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 110.0, Build City Improvement
31, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_ARCHER, Default Specialization, , , Value 27.1
31, 4, LOC_CITY_NAME_PARIS, , CONTRACT 202, COMPLETED, UNIT_TRADER, NO_BUILDING, NO_DISTRICT, VALUE 31.0, Build Trigger Unit
31, 4, LOC_CITY_NAME_PARIS, , , UNIT_SLINGER, Build Trigger Unit, CONTRACT 297
31, 4, LOC_CITY_NAME_PARIS, , CONTRACT 309, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 114.0, Build City Improvement
31, 4, LOC_CITY_NAME_PARIS, , CONTRACT 310, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
31, 5, LOC_CITY_NAME_TVER, , , DISTRICT_LAVRA, Build City District, CONTRACT 272
31, 7, LOC_CITY_NAME_JERUSALEM, , , PROJECT_ENHANCE_DISTRICT_HOLY_SITE, Default Specialization, , , Value 70.1
31, 8, LOC_CITY_NAME_CARTHAGE, , CONTRACT 276, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 305.4, Build City District
31, 8, LOC_CITY_NAME_CARTHAGE, , , PROJECT_ENHANCE_DISTRICT_HARBOR, Default Specialization, , , Value 63.8
31, 9, LOC_CITY_NAME_PRESLAV, , , UNIT_ARCHER, Default Specialization, , , Value 19.2
31, 10, LOC_CITY_NAME_LISBON, , , DISTRICT_HARBOR, Build City District, CONTRACT 278
31, 11, LOC_CITY_NAME_KABUL, , CONTRACT 186, COMPLETED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 183.3, Build City Building
31, 11, LOC_CITY_NAME_KABUL, , , DISTRICT_HARBOR, Build City District, CONTRACT 264
31, 14, LOC_CITY_NAME_SEOUL, , CONTRACT 314, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 91.0, Build City Improvement
32, 1, LOC_CITY_NAME_KUL_OBA, , CONTRACT 316, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 227.0, Build City District
32, 3, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 254
32, 4, LOC_CITY_NAME_PARIS, , CONTRACT 297, COMPLETED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 37.0, Build Trigger Unit
32, 4, LOC_CITY_NAME_PARIS, , , UNIT_BUILDER, Build City Improvement, CONTRACT 309
32, 4, LOC_CITY_NAME_PARIS, , CONTRACT 318, SUBMITTED, UNIT_SCOUT, NO_BUILDING, NO_DISTRICT, VALUE 37.0, Build Trigger Unit
32, 5, LOC_CITY_NAME_ST_PETERSBURG, , , BUILDING_SHRINE, Default Specialization, , , Value 136.4
32, 11, LOC_CITY_NAME_KABUL, , CONTRACT 264, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 260.4, Build City District
32, 11, LOC_CITY_NAME_KABUL, , , PROJECT_ENHANCE_DISTRICT_HARBOR, Default Specialization, , , Value 47.5
32, 11, LOC_CITY_NAME_KABUL, , CONTRACT 324, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
33, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 326, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 75.0, Build City Improvement
33, 4, LOC_CITY_NAME_PARIS, Canceling current build, OLD VALUE 114.0
33, 4, LOC_CITY_NAME_PARIS, , CONTRACT 309, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 114.0, Build City Improvement
33, 4, LOC_CITY_NAME_PARIS, , CONTRACT 310, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
33, 4, LOC_CITY_NAME_PARIS, , CONTRACT 318, ACCEPTED, UNIT_SCOUT, NO_BUILDING, NO_DISTRICT, VALUE 37.0, Build Trigger Unit
33, 4, LOC_CITY_NAME_PARIS, , , UNIT_WARRIOR, Default Specialization, , , Value 38.5
33, 7, LOC_CITY_NAME_JERUSALEM, , CONTRACT 331, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 36.0, Build City Building
33, 11, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 324
34, 1, LOC_CITY_NAME_KUL_OBA, , CONTRACT 292, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 116.0, Build City Improvement
34, 1, LOC_CITY_NAME_KUL_OBA, , , DISTRICT_HOLY_SITE, Build City District, CONTRACT 316
34, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 336, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 65.0, Build City Improvement
34, 1, LOC_CITY_NAME_KUL_OBA, , CONTRACT 336, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 65.0, Build City Improvement
34, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 337, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
34, 1, LOC_CITY_NAME_KUL_OBA, , CONTRACT 337, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
34, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 342, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 22.0, Build Trigger Unit
34, 4, PURCHASE, , , UNIT_SCOUT, Build Trigger Unit, CONTRACT 318
34, 5, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 348, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 92.0, Build City Improvement
34, 5, LOC_CITY_NAME_TVER, , CONTRACT 348, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 92.0, Build City Improvement
34, 5, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 350, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 67.0, Build City Improvement
34, 5, LOC_CITY_NAME_TVER, , CONTRACT 350, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 67.0, Build City Improvement
34, 5, LOC_CITY_NAME_TVER, , CONTRACT 351, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 40.0, Build City Building
34, 6, LOC_CITY_NAME_HATTUSA, , CONTRACT 262, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 281.6, Build City District
34, 6, LOC_CITY_NAME_HATTUSA, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 52.5
35, 1, LOC_CITY_NAME_GELONUS, 2.13, 3.19, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: -0.1, YIELD_FAITH: 0.0, , 
35, 1, LOC_CITY_NAME_GELONUS, , , BUILDING_GRANARY, Default Specialization, , , Value 28.6
35, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 355, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 12.0, Build Trigger Unit
35, 1, LOC_CITY_NAME_KUL_OBA, , CONTRACT 355, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 12.0, Build Trigger Unit
35, 1, LOC_CITY_NAME_GELONUS, , CONTRACT 355, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 12.0, Build Trigger Unit
35, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 261, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 757.1, Build City District
35, 3, LOC_CITY_NAME_AACHEN, , , BUILDING_HANGING_GARDENS, Seek Target Wonder, CONTRACT 294
35, 3, LOC_CITY_NAME_COLOGNE, 1.68, 1.29, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: -0.1, YIELD_FAITH: 0.0, , 
35, 3, LOC_CITY_NAME_COLOGNE, , , UNIT_HEAVY_CHARIOT, Default Specialization, , , Value 32.2
35, 4, LOC_CITY_NAME_PARIS, , , UNIT_WARRIOR, Default Specialization, , , Value 31.1
35, 5, LOC_CITY_NAME_ST_PETERSBURG, , , UNIT_BUILDER, Build City Improvement, CONTRACT 348
35, 5, LOC_CITY_NAME_TVER, , CONTRACT 272, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_LAVRA, VALUE 396.3, Build City District
35, 5, LOC_CITY_NAME_TVER, , CONTRACT 348, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 92.0, Build City Improvement
35, 5, LOC_CITY_NAME_TVER, , , UNIT_BUILDER, Build City Improvement, CONTRACT 273
35, 9, LOC_CITY_NAME_PRESLAV, , , UNIT_HEAVY_CHARIOT, Default Specialization, , , Value 16.4
35, 9, LOC_CITY_NAME_PRESLAV, , CONTRACT 362, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 62.0, Build City Improvement
35, 10, LOC_CITY_NAME_LISBON, , CONTRACT 278, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 456.5, Build City District
35, 10, LOC_CITY_NAME_LISBON, , , PROJECT_ENHANCE_DISTRICT_HARBOR, Default Specialization, , , Value 60.5
35, 14, LOC_CITY_NAME_SEOUL, , , DISTRICT_HARBOR, Build City District, CONTRACT 280
36, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 257, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 540.0, Build City District
36, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 292, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 116.0, Build City Improvement
36, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 326, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 75.0, Build City Improvement
36, 1, LOC_CITY_NAME_POKROVKA, , , BUILDING_SHRINE, Default Specialization, , , Value 200.8
36, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 363, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 500.0, Settle City Op
36, 1, LOC_CITY_NAME_KUL_OBA, , CONTRACT 363, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 500.0, Settle City Op
36, 1, LOC_CITY_NAME_GELONUS, , CONTRACT 367, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 202.0, Build City District
36, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 368, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
36, 1, LOC_CITY_NAME_KUL_OBA, , CONTRACT 368, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
36, 1, LOC_CITY_NAME_GELONUS, , CONTRACT 368, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
36, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_ARCHER, Default Specialization, , , Value 12.0
36, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 371, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 477.0, Settle City Op
36, 3, LOC_CITY_NAME_COLOGNE, , CONTRACT 373, SUBMITTED, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 45.0, Build City Building
36, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 374, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 84.0, Build City Improvement
36, 3, LOC_CITY_NAME_COLOGNE, , CONTRACT 374, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 84.0, Build City Improvement
36, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 376, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 166.0, Build City Improvement
36, 3, LOC_CITY_NAME_COLOGNE, , CONTRACT 376, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 166.0, Build City Improvement
36, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 378, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 210.0, Build City Improvement
36, 3, LOC_CITY_NAME_COLOGNE, , CONTRACT 378, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 210.0, Build City Improvement
36, 4, LOC_CITY_NAME_PARIS, , , UNIT_WARRIOR, Default Specialization, , , Value 22.3
36, 5, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 383, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 370.0, Build City District
36, 7, LOC_CITY_NAME_JERUSALEM, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
36, 7, LOC_CITY_NAME_JERUSALEM, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
36, 9, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 362
37, 1, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 336
37, 1, LOC_CITY_NAME_POKROVKA, , CONTRACT 389, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
37, 1, LOC_CITY_NAME_KUL_OBA, , CONTRACT 389, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
37, 1, LOC_CITY_NAME_GELONUS, , CONTRACT 389, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
37, 2, LOC_CITY_NAME_NEW_YORK, -1.03, 6.52, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
37, 2, LOC_CITY_NAME_NEW_YORK, , , UNIT_SCOUT, Default Specialization, , , Value 31.9
37, 3, LOC_CITY_NAME_AACHEN, Canceling current build, OLD VALUE 308.5
37, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 294, FAILED, NO_UNIT, BUILDING_HANGING_GARDENS, NO_DISTRICT, VALUE 308.5, Seek Target Wonder
37, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 371, ACCEPTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 477.0, Settle City Op
37, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 374, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 84.0, Build City Improvement
37, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 376, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 166.0, Build City Improvement
37, 3, LOC_CITY_NAME_AACHEN, , CONTRACT 378, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 210.0, Build City Improvement
37, 3, LOC_CITY_NAME_AACHEN, , , UNIT_HEAVY_CHARIOT, Default Specialization, , , Value 38.8
37, 4, LOC_CITY_NAME_PARIS, , CONTRACT 394, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 17.0, Build Trigger Unit
37, 5, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 348, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 92.0, Build City Improvement
37, 5, LOC_CITY_NAME_ST_PETERSBURG, , , DISTRICT_CAMPUS, Build City District, CONTRACT 383
37, 5, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 398, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 36.0, Build Trigger Unit
37, 5, LOC_CITY_NAME_TVER, , CONTRACT 398, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 36.0, Build Trigger Unit
37, 7, LOC_CITY_NAME_JERUSALEM, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
37, 7, LOC_CITY_NAME_JERUSALEM, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
37, 7, LOC_CITY_NAME_JERUSALEM, , CONTRACT 401, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 827.0, Build City District
37, 8, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 301
37, 14, LOC_CITY_NAME_SEOUL, , CONTRACT 280, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 372.1, Build City District
37, 14, LOC_CITY_NAME_SEOUL, , , UNIT_BUILDER, Build City Improvement, CONTRACT 314
