Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
1, 0, LOC_CITY_NAME_NIDAROS, -2.30, 0.45, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_LONDON, 2.07, -2.63, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_LONDON, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 2, LOC_CITY_NAME_WASHINGTON, -1.38, -0.32, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 3, LOC_CITY_NAME_DELHI, -5.75, 1.60, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 3, LOC_CITY_NAME_DELHI, , , UNIT_SCOUT, Default Specialization, , , Value 19.9
1, 4, LOC_CITY_NAME_MADRID, -2.53, -0.32, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 4, LOC_CITY_NAME_MADRID, , , UNIT_SCOUT, Default Specialization, , , Value 19.9
1, 5, LOC_CITY_NAME_XIAN, -4.37, -0.70, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 5, LOC_CITY_NAME_XIAN, , , UNIT_SCOUT, Default Specialization, , , Value 21.2
1, 6, LOC_CITY_NAME_KABUL, 0.45, -2.43, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 6, LOC_CITY_NAME_KABUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 7, LOC_CITY_NAME_ZANZIBAR, 0.68, -2.24, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 7, LOC_CITY_NAME_ZANZIBAR, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 8, LOC_CITY_NAME_SEOUL, -2.07, -3.59, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 8, LOC_CITY_NAME_SEOUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 9, LOC_CITY_NAME_YEREVAN, 1.61, -3.01, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 9, LOC_CITY_NAME_YEREVAN, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 10, LOC_CITY_NAME_BANDAR_BRUNEI, 0.45, -3.97, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 10, LOC_CITY_NAME_BANDAR_BRUNEI, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 11, LOC_CITY_NAME_MOHENJO_DARO, -3.45, 0.64, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 11, LOC_CITY_NAME_MOHENJO_DARO, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 12, LOC_CITY_NAME_VALLETTA, 2.75, -3.01, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 12, LOC_CITY_NAME_VALLETTA, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 13, LOC_CITY_NAME_PRESLAV, -2.99, -0.51, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 13, LOC_CITY_NAME_PRESLAV, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 14, LOC_CITY_NAME_TORONTO, -3.45, -2.24, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 14, LOC_CITY_NAME_TORONTO, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
30, 5, LOC_CITY_NAME_XIAN, , CONTRACT 283, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 10.0, Build Trigger Unit
30, 6, LOC_CITY_NAME_KABUL, , , UNIT_TRADER, Default Specialization, , , Value 38.2
30, 6, LOC_CITY_NAME_KABUL, , CONTRACT 285, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 168.0, Build City Improvement
30, 8, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 276
30, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 276, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 62.0, Build City Improvement
30, 8, LOC_CITY_NAME_SEOUL, , , DISTRICT_CAMPUS, Build City District, CONTRACT 275
30, 12, LOC_CITY_NAME_VALLETTA, , , UNIT_ARCHER, Default Specialization, , , Value 18.6
30, 13, LOC_CITY_NAME_PRESLAV, , , UNIT_ARCHER, Default Specialization, , , Value 13.6
31, 1, LOC_CITY_NAME_LONDON, , CONTRACT 261, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 80.0, Build City Improvement
31, 1, LOC_CITY_NAME_LONDON, , CONTRACT 262, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
31, 1, LOC_CITY_NAME_LONDON, , , UNIT_BUILDER, Build City Improvement, CONTRACT 229
31, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 288, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 85.0, Build City Building
31, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 289, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
31, 3, LOC_CITY_NAME_DELHI, , CONTRACT 290, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 422.0, Settle City Op
31, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 291, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 25.0, Build City Building
31, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 292, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 237.0, Build City District
31, 5, LOC_CITY_NAME_XIAN, , CONTRACT 295, SUBMITTED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 318.0, Seek Target Wonder
31, 5, LOC_CITY_NAME_XIAN, , CONTRACT 296, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
31, 9, LOC_CITY_NAME_YEREVAN, , , UNIT_BUILDER, Build City Improvement, CONTRACT 277
31, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 298, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 729.0, Build City District
31, 11, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 299, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 59.0, Build City District
31, 14, LOC_CITY_NAME_TORONTO, , CONTRACT 267, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 432.4, Build City District
31, 14, LOC_CITY_NAME_TORONTO, , , PROJECT_ENHANCE_DISTRICT_HARBOR, Default Specialization, , , Value 65.7
32, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 229, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
32, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 261, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 80.0, Build City Improvement
32, 1, LOC_CITY_NAME_SHEFFIELD, , , BUILDING_GRANARY, Build City Building, CONTRACT 288
32, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 303, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 134.0, Build City District
32, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 305, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 132.0, Build City Improvement
32, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 306, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 101.0, Build City Improvement
32, 3, LOC_CITY_NAME_DELHI, , CONTRACT 307, SUBMITTED, UNIT_INDIAN_VARU, NO_BUILDING, NO_DISTRICT, VALUE 12.0, Simple Operation Attack
32, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 307, SUBMITTED, UNIT_INDIAN_VARU, NO_BUILDING, NO_DISTRICT, VALUE 12.0, Simple Operation Attack
32, 4, LOC_CITY_NAME_MADRID, , CONTRACT 308, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 131.0, Build City Improvement
32, 5, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 245
32, 5, LOC_CITY_NAME_XIAN, , , BUILDING_ORACLE, Seek Target Wonder, CONTRACT 295
32, 5, LOC_CITY_NAME_XIAN, , CONTRACT 310, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 318.0, Seek Target Wonder
32, 5, LOC_CITY_NAME_XIAN, , CONTRACT 311, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 38.0, Build City Building
32, 5, LOC_CITY_NAME_XIAN, , CONTRACT 312, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 264.0, Build City District
32, 7, LOC_CITY_NAME_ZANZIBAR, , , UNIT_ARCHER, Default Specialization, , , Value 15.6
33, 1, LOC_CITY_NAME_LONDON, , CONTRACT 229, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
33, 1, LOC_CITY_NAME_LONDON, , , UNIT_SCOUT, Default Specialization, , , Value 24.5
33, 1, LOC_CITY_NAME_LONDON, , CONTRACT 319, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_ROYAL_NAVY_DOCKYARD, VALUE 414.0, Build City District
33, 2, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 289
33, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 289, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
33, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_BUILDER, Build City Improvement, CONTRACT 306
33, 3, LOC_CITY_NAME_DELHI, , CONTRACT 231, COMPLETED, UNIT_INDIAN_VARU, NO_BUILDING, NO_DISTRICT, VALUE 56.9, Build City Building
33, 3, LOC_CITY_NAME_DELHI, , , DISTRICT_CAMPUS, Build City District, CONTRACT 272
33, 5, LOC_CITY_NAME_XIAN, Canceling current build, OLD VALUE 329.7
33, 5, LOC_CITY_NAME_XIAN, , CONTRACT 295, FAILED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 329.7, Seek Target Wonder
33, 5, LOC_CITY_NAME_XIAN, , CONTRACT 296, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
33, 5, LOC_CITY_NAME_XIAN, , CONTRACT 310, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 318.0, Seek Target Wonder
33, 5, LOC_CITY_NAME_XIAN, , CONTRACT 312, ACCEPTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 264.0, Build City District
33, 5, LOC_CITY_NAME_XIAN, , , UNIT_ARCHER, Build City Building, CONTRACT 311
33, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 275, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 321.8, Build City District
33, 8, LOC_CITY_NAME_SEOUL, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 70.1
33, 10, LOC_CITY_NAME_BANDAR_BRUNEI, , CONTRACT 107, COMPLETED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 122.9, Build City Building
33, 10, LOC_CITY_NAME_BANDAR_BRUNEI, , , DISTRICT_HARBOR, Build City District, CONTRACT 253
33, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
33, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
33, 13, LOC_CITY_NAME_PRESLAV, , , UNIT_ARCHER, Default Specialization, , , Value 11.9
34, 0, LOC_CITY_NAME_SARPSBORG, -4.14, 0.45, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
34, 1, LOC_CITY_NAME_LONDON, , , DISTRICT_ROYAL_NAVY_DOCKYARD, Build City District, CONTRACT 319
34, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 306, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 101.0, Build City Improvement
34, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_ARCHER, Default Specialization, , , Value 13.1
34, 2, LOC_CITY_NAME_BALTIMORE, 0.68, 0.45, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
34, 2, LOC_CITY_NAME_BALTIMORE, , , BUILDING_MONUMENT, Default Specialization, , , Value 18.6
34, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 325, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 101.0, Build City Improvement
34, 2, LOC_CITY_NAME_BALTIMORE, , CONTRACT 325, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 101.0, Build City Improvement
34, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 326, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 294.0, Build City District
34, 7, LOC_CITY_NAME_ZANZIBAR, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
34, 7, LOC_CITY_NAME_ZANZIBAR, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
34, 11, LOC_CITY_NAME_MOHENJO_DARO, , , DISTRICT_HARBOR, Build City District, CONTRACT 299
34, 11, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
34, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
34, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
35, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 333, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 312.0, Settle City Op
35, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 337, SUBMITTED, NO_UNIT, BUILDING_HANGING_GARDENS, NO_DISTRICT, VALUE 25.0, Seek Target Wonder
35, 4, LOC_CITY_NAME_MADRID, , CONTRACT 188, COMPLETED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 300.2, Seek Target Wonder
35, 4, LOC_CITY_NAME_MADRID, , CONTRACT 232, ACCEPTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 254.0, Build City District
35, 4, LOC_CITY_NAME_MADRID, , CONTRACT 249, ACCEPTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 373.0, Settle City Op
35, 4, LOC_CITY_NAME_MADRID, , , UNIT_WARRIOR, Build City Building, CONTRACT 282
35, 5, LOC_CITY_NAME_XIAN, , CONTRACT 311, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 38.0, Build City Building
35, 5, LOC_CITY_NAME_XIAN, , , UNIT_ARCHER, Default Specialization, , , Value 14.7
35, 7, LOC_CITY_NAME_ZANZIBAR, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
35, 7, LOC_CITY_NAME_ZANZIBAR, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
35, 11, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 299, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 269.4, Build City District
35, 11, LOC_CITY_NAME_MOHENJO_DARO, , , UNIT_BUILDER, Build City Improvement, CONTRACT 332
35, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
35, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
36, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 288, COMPLETED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 179.1, Build City Building
36, 1, LOC_CITY_NAME_SHEFFIELD, , , DISTRICT_CAMPUS, Build City District, CONTRACT 303
36, 1, LOC_CITY_NAME_LONDON, , CONTRACT 341, SUBMITTED, NO_UNIT, BUILDING_WATER_MILL, NO_DISTRICT, VALUE 0.0, Build Trigger Building
36, 1, LOC_CITY_NAME_LONDON, , CONTRACT 342, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 234.0, Build City Improvement
36, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 342, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 234.0, Build City Improvement
36, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 67.0, Build City Improvement
36, 2, LOC_CITY_NAME_BALTIMORE, , CONTRACT 343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 67.0, Build City Improvement
36, 3, LOC_CITY_NAME_DELHI, , CONTRACT 271, ACCEPTED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 414.0, Seek Target Wonder
36, 3, LOC_CITY_NAME_DELHI, , CONTRACT 272, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 1017.9, Build City District
36, 3, LOC_CITY_NAME_DELHI, , , UNIT_SETTLER, Settle City Op, CONTRACT 290
36, 3, LOC_CITY_NAME_MUMBAI, Canceling current build, OLD VALUE 61.5
36, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 291, ACCEPTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 25.0, Build City Building
36, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 326, ACCEPTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 294.0, Build City District
36, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 337, ACCEPTED, NO_UNIT, BUILDING_HANGING_GARDENS, NO_DISTRICT, VALUE 25.0, Seek Target Wonder
36, 3, LOC_CITY_NAME_MUMBAI, , , UNIT_INDIAN_VARU, Simple Operation Attack, CONTRACT 307
36, 3, LOC_CITY_NAME_DELHI, , CONTRACT 344, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 76.0, Build City Improvement
36, 7, LOC_CITY_NAME_ZANZIBAR, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
36, 7, LOC_CITY_NAME_ZANZIBAR, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
36, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
36, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
36, 13, LOC_CITY_NAME_PRESLAV, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
36, 13, LOC_CITY_NAME_PRESLAV, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
37, 1, LOC_CITY_NAME_LONDON, , CONTRACT 319, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_ROYAL_NAVY_DOCKYARD, VALUE 635.5, Build City District
37, 1, LOC_CITY_NAME_LONDON, , , UNIT_BUILDER, Build City Improvement, CONTRACT 342
37, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_SETTLER, Settle City Op, CONTRACT 333
37, 3, LOC_CITY_NAME_DELHI, , CONTRACT 354, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 364.0, Build City District
37, 3, LOC_CITY_NAME_DELHI, , CONTRACT 355, SUBMITTED, NO_UNIT, BUILDING_WATER_MILL, NO_DISTRICT, VALUE 0.0, Build Trigger Building
37, 4, LOC_CITY_NAME_MADRID, , CONTRACT 282, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 72.4, Build City Building
37, 4, LOC_CITY_NAME_MADRID, , , UNIT_ARCHER, Default Specialization, , , Value 59.5
37, 7, LOC_CITY_NAME_ZANZIBAR, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
37, 7, LOC_CITY_NAME_ZANZIBAR, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
37, 7, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 357, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_COMMERCIAL_HUB, VALUE 48.0, Build City District
37, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 277, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
37, 9, LOC_CITY_NAME_YEREVAN, , , DISTRICT_HOLY_SITE, Build City District, CONTRACT 298
37, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
37, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
37, 13, LOC_CITY_NAME_PRESLAV, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
37, 13, LOC_CITY_NAME_PRESLAV, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
38, 1, LOC_CITY_NAME_LONDON, , CONTRACT 342, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 234.0, Build City Improvement
38, 1, LOC_CITY_NAME_LONDON, , , BUILDING_LIGHTHOUSE, Default Specialization, , , Value 164.8
38, 1, LOC_CITY_NAME_LONDON, , CONTRACT 360, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 383.0, Build City District
38, 1, LOC_CITY_NAME_LONDON, , CONTRACT 362, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 29.0, Build Trigger Unit
38, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 362, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 29.0, Build Trigger Unit
38, 1, LOC_CITY_NAME_LONDON, , CONTRACT 363, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 159.0, Build City Improvement
38, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 363, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 159.0, Build City Improvement
38, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 364, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 99.0, Build City Improvement
38, 2, LOC_CITY_NAME_BALTIMORE, , CONTRACT 364, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 99.0, Build City Improvement
38, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 365, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 36.0, Build City Building
38, 3, LOC_CITY_NAME_DELHI, , CONTRACT 366, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Build City Improvement
38, 3, LOC_CITY_NAME_MUMBAI, , CONTRACT 366, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Build City Improvement
38, 4, LOC_CITY_NAME_MADRID, , CONTRACT 367, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 518.0, Settle City Op
38, 4, LOC_CITY_NAME_MADRID, , CONTRACT 369, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Building
38, 5, LOC_CITY_NAME_XIAN, , , PROJECT_REPAIR_OUTER_DEFENSES, Default Specialization, , , Value 406.9
38, 5, LOC_CITY_NAME_XIAN, , CONTRACT 371, SUBMITTED, NO_UNIT, BUILDING_WATER_MILL, NO_DISTRICT, VALUE 0.0, Build Trigger Building
38, 7, LOC_CITY_NAME_ZANZIBAR, , , DISTRICT_COMMERCIAL_HUB, Build City District, CONTRACT 357
38, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 298, CANCELLED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 729.6, Build City District
38, 9, LOC_CITY_NAME_YEREVAN, , , PROJECT_ENHANCE_DISTRICT_HOLY_SITE, Default Specialization, , , Value 54.1
38, 11, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 332, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
38, 11, LOC_CITY_NAME_MOHENJO_DARO, , , PROJECT_ENHANCE_DISTRICT_HARBOR, Default Specialization, , , Value 75.7
38, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
38, 12, LOC_CITY_NAME_VALLETTA, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
